State,Total_Transactions,Total_amount
assam,1010236,1941254752
assam,811780,1259138762
assam,753818,1091880235
assam,557255,1059437472
assam,548977,903984431.7
assam,492658,1098052924
assam,486936,1132618347
assam,483936,902088623.6
assam,480261,916458107.4
assam,23740033,43477837025
assam,4453845,8402332124
assam,1305456,2167988133
assam,917155,1321082162
assam,854723,1185465367
assam,782629,1483869241
assam,773303,1335823070
assam,672975,1289345107
assam,652030,1117819634
assam,640733,1147070061
assam,35940014,65266942297
assam,1464765,2697007905
assam,1165321,1892213052
assam,1025231,1980825353
assam,1021760,1404907164
assam,1016397,1720962332
assam,945052,1228668812
assam,813992,1537206912
assam,753829,1316233724
assam,712469,1030362512
bihar,212121,159171214.4
bihar,177256,242740752.9
bihar,129071,141719795.5
bihar,76416,76205305.71
bihar,73983,86113679.89
bihar,63136,65482638.46
bihar,57670,62632203.02
bihar,56011,62629397.88
bihar,51768,56179994.08
bihar,46883,60539500.78
bihar,289074,284053575
bihar,251222,436289857.3
bihar,184124,255946632.6
bihar,105036,162911019.7
bihar,87771,116753830.3
bihar,78684,121397716.5
bihar,77783,119762207
bihar,74853,120529274.2
bihar,71312,105788794.4
bihar,67307,106553126.6
bihar,665118,534610346.8
bihar,456327,682307785.8
bihar,446790,456664134.7
bihar,212925,150070734.3
bihar,206452,216392120.7
bihar,197591,199191313.7
bihar,190750,149096760.4
bihar,179174,236464210.7
bihar,175214,142041738.2
bihar,161490,155866915.5
bihar,609082,621980077.2
bihar,473734,895379122.2
bihar,374925,529771138.9
bihar,214245,350163438.1
bihar,174944,246617786.3
bihar,147970,238003492.2
bihar,141044,280612315.1
bihar,127993,135362803.9
bihar,117853,144230280.9
bihar,114208,204782186.7
bihar,3028480,5194115440
bihar,1018316,796749036.1
bihar,722704,1136818348
bihar,566441,662630946.7
bihar,331604,459319104.6
bihar,273238,298290515.3
bihar,247420,385161390.2
bihar,228702,336222326.3
bihar,184431,313071335.2
bihar,170456,191968826
bihar,9362673,19331794344
bihar,752705,794003781.7
bihar,673777,1290892313
bihar,455695,750429668.9
bihar,259303,504134757.3
bihar,240597,509372474.1
bihar,232085,437124188.2
bihar,215418,318823535
bihar,191190,409106444.7
bihar,162084,341895362.5
bihar,8554034,21451659382
bihar,867610,1505767492
bihar,832126,897172231.2
bihar,535246,836008049.8
bihar,300735,493995778.2
bihar,291466,646642390.8
bihar,281037,559454909.6
bihar,254307,369617101.3
bihar,231101,246783685.6
bihar,207066,431477465.2
bihar,10441675,26228173437
bihar,1988061,4069370989
bihar,920799,932098681.7
bihar,664261,958739054.2
bihar,389852,618027173.6
bihar,383882,783368695.4
bihar,381521,862928119.2
bihar,306174,703799750.6
bihar,297467,392995532
bihar,274316,327824164.5
bihar,10678852,31286535937
bihar,830881,1040206593
bihar,619137,1093347479
bihar,463471,1269348692
bihar,420933,1299688428
bihar,412961,896501184.1
bihar,360470,938996283.6
bihar,305370,606863253.9
bihar,284513,684507900
bihar,272956,454569343.3
bihar,9603835,29875811978
bihar,459638,853125712.3
bihar,431943,1224107782
bihar,425922,1018706621
bihar,423263,933402653.3
bihar,407349,1486861039
bihar,315041,514113793.9
bihar,299693,804789205.1
bihar,278544,609750829
bihar,252601,607297891.8
bihar,14656027,41210183921
bihar,703982,1458184901
bihar,700852,2260908346
bihar,620915,1450876389
bihar,582293,1470096060
bihar,514159,1199048552
bihar,505848,885362370.4
bihar,487292,1268278392
bihar,460846,1163052301
bihar,437681,951169380.9
bihar,14983099,39976507363
bihar,1139908,2310014022
bihar,1049670,1699922493
bihar,966905,2337922941
bihar,798487,1955759732
bihar,792841,1898126377
bihar,720110,1504141595
bihar,699980,1975708431
bihar,664144,1546080047
bihar,649173,1515856110
bihar,30937663,68071234954
bihar,1445408,2044215999
bihar,1294407,2974824725
bihar,1280068,2479435418
bihar,1073211,2482912331
bihar,1055075,2464758940
bihar,880745,2088193314
bihar,875185,1958403081
bihar,807152,1824715535
bihar,796129,1672251871
bihar,42836603,91781680811
bihar,1958899,4209745461
bihar,1370353,3140135185
bihar,1210441,2882777814
bihar,1204361,2914409126
bihar,1161642,2546006675
bihar,1152369,2512968861
bihar,1057650,2452007262
bihar,963330,1633775909
bihar,960198,2211938496
bihar,49086869,90644799090
bihar,3136176,6373472508
bihar,2391694,4501959195
bihar,2154675,2746295026
bihar,2020953,4045865094
bihar,1925842,3513843210
bihar,1804737,3566298125
bihar,1606525,3058885710
bihar,1511332,2977354344
bihar,1447174,2771835532
bihar,61784983,1.13E+11
bihar,4134836,8617697171
bihar,3254302,6156915115
bihar,2762725,3444674915
bihar,2561099,5234830929
bihar,2321752,4686759487
bihar,2294503,4227392431
bihar,2071847,3903483961
bihar,2009563,3957453691
bihar,1833248,3523049809
bihar,68427326,1.27E+11
bihar,4833682,10008000756
bihar,3889495,7351116894
bihar,3151661,3792265129
bihar,2842139,5813695283
bihar,2767467,5538218412
bihar,2583780,4732030287
bihar,2420905,4721948430
bihar,2370632,4459424720
bihar,2041031,3963164395
bihar,90260337,1.62E+11
bihar,6002826,12042225104
bihar,5661855,10204096684
bihar,4555200,4819612056
bihar,3577125,7087839557
bihar,3415935,6530583694
bihar,3287150,5727543832
bihar,3017014,5476021344
bihar,2847567,5431983555
bihar,2555939,4902490990
bihar,143978604,2.27E+11
bihar,14642589,22275896214
bihar,6216302,10002272062
bihar,4989994,4765165737
bihar,4686576,7739632712
bihar,4602821,8050870275
bihar,3626302,6160905019
bihar,3427686,5587486836
bihar,3049811,5227197307
bihar,2723175,5312121785
bihar,167166031,2.70E+11
bihar,17566147,27714143855
bihar,4894839,8987133397
bihar,4869130,4892331289
bihar,4746967,7849350022
bihar,4374147,7621459037
bihar,4219087,7363056995
bihar,3978487,7587321140
bihar,3713414,6425533380
bihar,3626280,5863096029
chandigarh,204745,303482050
chandigarh,26317,45629483.26
chandigarh,23236,34003082.96
chandigarh,18446,30891354.28
chandigarh,16228,34028151.81
chandigarh,15552,28142251.97
chandigarh,9358,14326394.8
chandigarh,9023,13830194.97
chandigarh,8102,14609531.12
chandigarh,7330,14108196.6
chandigarh,219223,426354525.8
chandigarh,38949,81225814.39
chandigarh,31907,63185486.64
chandigarh,26201,47887567.92
chandigarh,24585,46077281.39
chandigarh,24378,54816690.07
chandigarh,14441,24125872.27
chandigarh,12986,25510014.88
chandigarh,12083,28119972.42
chandigarh,11243,24007390.16
chandigarh,266799,565737482.5
chandigarh,53316,111246556.5
chandigarh,44225,90245086.62
chandigarh,34777,78699635.29
chandigarh,33483,76978447.34
chandigarh,30570,74732534.33
chandigarh,19926,42831365.47
chandigarh,18027,44863641.92
chandigarh,16836,41569409.38
chandigarh,14940,36478520.55
chandigarh,396339,895353190.2
chandigarh,85138,159555894.4
chandigarh,61325,132815194.4
chandigarh,50267,116785589.5
chandigarh,45905,106072949.5
chandigarh,44348,110163686
chandigarh,29308,51286581.17
chandigarh,27323,61334725.93
chandigarh,22314,56223818.72
chandigarh,20591,49995727.52
chandigarh,574769,1069931934
chandigarh,145641,195216162.1
chandigarh,88708,159879389.9
chandigarh,64777,131055127.1
chandigarh,60415,123937720
chandigarh,54281,122276420.8
chandigarh,35848,64999227.39
chandigarh,33699,70740802.77
chandigarh,31111,62794996.1
chandigarh,25421,54605920.69
chandigarh,515736,1195330472
chandigarh,122225,213026619.1
chandigarh,85284,178483766.3
chandigarh,76218,147024084.7
chandigarh,68095,145253626
chandigarh,65539,146481996.9
chandigarh,40627,73519583.64
chandigarh,36891,72651519.25
chandigarh,34162,71927514.29
chandigarh,27361,61132946.54
chandigarh,463581,1411083645
chandigarh,165578,261798279
chandigarh,118544,195039837.2
chandigarh,113594,205359149.6
chandigarh,101533,178054300.4
chandigarh,91171,174462847.8
chandigarh,57265,91913452.88
chandigarh,54871,90370556.5
chandigarh,46142,88183679.2
chandigarh,37989,80985473.4
chandigarh,635340,1899718880
chandigarh,189767,317466538.9
chandigarh,137208,241851459.2
chandigarh,130221,257685239.2
chandigarh,120266,224162725.9
chandigarh,103726,206356650.9
chandigarh,70113,106726744.2
chandigarh,69754,111407405.4
chandigarh,52557,101923960
chandigarh,44445,94684047.25
chandigarh,925287,2724066381
chandigarh,204633,322482913.9
chandigarh,179376,333775591
chandigarh,141763,271208737.4
chandigarh,117571,209076837.2
chandigarh,112942,213767800.6
chandigarh,79062,120442279.2
chandigarh,74935,106414207.7
chandigarh,57212,116999133.7
chandigarh,47014,93963616.77
chandigarh,672280,2213962955
chandigarh,135435,225489767.8
chandigarh,105477,180482232.1
chandigarh,100013,204461493.3
chandigarh,84082,170732223.8
chandigarh,71847,110213995.6
chandigarh,42822,102345153
chandigarh,38058,89405961.02
chandigarh,33746,44152295.99
chandigarh,32848,76644635.33
chandigarh,813514,2456075017
chandigarh,187085,347310967.7
chandigarh,164223,321961021
chandigarh,164083,323859188.6
chandigarh,126033,262891218.3
chandigarh,100215,212473917.9
chandigarh,89228,144237781
chandigarh,57169,88615108.83
chandigarh,52790,112925290.7
chandigarh,52423,114487576.8
chandigarh,781840,2246493451
chandigarh,282765,500720689.4
chandigarh,254446,483467287.4
chandigarh,252319,442552908.7
chandigarh,198033,365839526.9
chandigarh,193768,377315952.1
chandigarh,125659,208936593
chandigarh,104048,146838546
chandigarh,94792,184389973.2
chandigarh,82180,166443560
chandigarh,1566609,3447517924
chandigarh,306785,521032468.2
chandigarh,304235,502095617.1
chandigarh,264846,495327526.3
chandigarh,242366,395256706
chandigarh,206193,372616088.4
chandigarh,150002,186093236.8
chandigarh,130369,210680354.7
chandigarh,105609,200030209.7
chandigarh,87034,171852725.7
chandigarh,2071075,4384400680
chandigarh,304282,515288666.4
chandigarh,293961,485381993
chandigarh,255931,469331050.9
chandigarh,210130,392704565.5
chandigarh,202917,335716393.4
chandigarh,147887,229078754.2
chandigarh,140297,174526441.2
chandigarh,89814,170321370.6
chandigarh,87476,174012023
chandigarh,3188488,6339628467
chandigarh,462106,701648130.3
chandigarh,438375,679000947.9
chandigarh,379894,643367943.2
chandigarh,351526,531853547.8
chandigarh,295135,500223340.6
chandigarh,201833,238847342
chandigarh,186675,277899649
chandigarh,148872,244508188.4
chandigarh,128550,240373769.1
chandigarh,3712842,7784850284
chandigarh,538507,852544971
chandigarh,523279,779918799.3
chandigarh,451911,665992135.2
chandigarh,444435,762476926.8
chandigarh,346951,604267859.7
chandigarh,263413,294935485.4
chandigarh,213596,314616641.9
chandigarh,200453,321425518.8
chandigarh,154229,287985670.2
chandigarh,4148686,8330831723
chandigarh,582638,900157037
chandigarh,565957,818648616.7
chandigarh,477307,795306688.9
chandigarh,463274,670615566.1
chandigarh,373759,648826857.6
chandigarh,286014,300333250.3
chandigarh,233804,337767391.1
chandigarh,201367,317971370.6
chandigarh,161551,293087907.7
chandigarh,5059490,9258542053
chandigarh,732432,984361022.9
chandigarh,728216,1035383006
chandigarh,595057,791965258.8
chandigarh,592250,934051903.8
chandigarh,477286,749262583.8
chandigarh,390889,354221791.7
chandigarh,300892,397487428.8
chandigarh,275597,399400599.7
chandigarh,205334,352064114.5
chandigarh,7220428,11604475020
chandigarh,761809,1037031826
chandigarh,693932,1288932572
chandigarh,635601,826669211.6
chandigarh,633386,850977147.3
chandigarh,622789,945416289.8
chandigarh,493183,727112803.9
chandigarh,355036,344038099
chandigarh,297078,391653807.8
chandigarh,259522,369679070.9
chandigarh,11852317,19715037296
chandigarh,849441,1120061676
chandigarh,723413,939741331.2
chandigarh,658156,838758052.8
chandigarh,651078,991496336.2
chandigarh,510930,755279072.7
chandigarh,388983,364733884.5
chandigarh,311834,407770670
chandigarh,290223,391262191.8
chandigarh,224733,354874011.2
chhattisgarh,109908,139116923.4
chhattisgarh,68302,114014372
chhattisgarh,64018,82965730.16
chhattisgarh,48388,57165354.74
chhattisgarh,34699,43141115.63
chhattisgarh,34452,41948409.7
chhattisgarh,34332,39719148.73
chhattisgarh,31183,41371368.8
chhattisgarh,30672,54679337.06
chhattisgarh,30657,40316811.61
chhattisgarh,248699,378210292.8
chhattisgarh,100557,207806677.1
chhattisgarh,89605,150857603
chhattisgarh,66965,108836822.9
chhattisgarh,51352,71741116.43
chhattisgarh,47971,73318224.86
chhattisgarh,46220,82946372.88
chhattisgarh,43988,90024556.21
chhattisgarh,42796,74865240.21
chhattisgarh,38299,57256971
chhattisgarh,353580,492966965.7
chhattisgarh,147421,303135684.8
chhattisgarh,129305,226102761.8
chhattisgarh,86331,158185135.2
chhattisgarh,66608,107751148.4
chhattisgarh,65581,128673618.2
chhattisgarh,63444,110949360.4
chhattisgarh,57647,124007927.3
chhattisgarh,56907,100967038.3
chhattisgarh,52582,103588457.4
chhattisgarh,377913,599714593.9
chhattisgarh,202492,428292536.1
chhattisgarh,192638,319083911.8
chhattisgarh,124807,248100976.7
chhattisgarh,94669,189165646.1
chhattisgarh,89066,160237762.4
chhattisgarh,86263,152324017.6
chhattisgarh,80685,185214612.9
chhattisgarh,72016,137114490.8
chhattisgarh,69454,149679120.3
chhattisgarh,593305,948729929.1
chhattisgarh,365476,515190518.8
chhattisgarh,353962,459656921
chhattisgarh,334090,549948646.4
chhattisgarh,235910,346520977.1
chhattisgarh,159422,296908563.7
chhattisgarh,138517,209804611.8
chhattisgarh,133169,254307861.3
chhattisgarh,126654,182216344.1
chhattisgarh,114945,153267056.7
chhattisgarh,1670111,2947453940
chhattisgarh,612041,1045938048
chhattisgarh,499757,855635645.7
chhattisgarh,404088,643667595.6
chhattisgarh,212777,342215249
chhattisgarh,175241,234313994.6
chhattisgarh,154424,237907702.3
chhattisgarh,152840,345212779.2
chhattisgarh,136496,189344640.5
chhattisgarh,118494,268521769.2
chhattisgarh,1843301,3497211747
chhattisgarh,647392,854437718.1
chhattisgarh,555240,968932649.1
chhattisgarh,519819,994202021.3
chhattisgarh,364424,510093480
chhattisgarh,278822,302000378.8
chhattisgarh,244725,310844736.4
chhattisgarh,223964,246325822.4
chhattisgarh,208548,397488530.3
chhattisgarh,156934,251078719
chhattisgarh,2807708,5488409198
chhattisgarh,860606,1146893927
chhattisgarh,744037,1242953011
chhattisgarh,625389,1224429623
chhattisgarh,365008,417706249.4
chhattisgarh,332368,437683717.5
chhattisgarh,310223,333508672.8
chhattisgarh,298957,445247632
chhattisgarh,291141,553342861.8
chhattisgarh,220747,267136024.8
chhattisgarh,3832879,8107114729
chhattisgarh,956201,1259565577
chhattisgarh,830780,1380940470
chhattisgarh,504114,1009093412
chhattisgarh,401375,464581082
chhattisgarh,372373,490344007.8
chhattisgarh,344194,504441994.4
chhattisgarh,342443,623011907.8
chhattisgarh,337068,361375163.2
chhattisgarh,242895,389726036.1
chhattisgarh,1526874,3719446962
chhattisgarh,665755,987107410.4
chhattisgarh,482770,870871061.1
chhattisgarh,370519,689109946.7
chhattisgarh,334853,495992326.8
chhattisgarh,326027,441538660.6
chhattisgarh,294320,679782295
chhattisgarh,288259,369452351.5
chhattisgarh,279210,441653885.6
chhattisgarh,260856,436309146.2
chhattisgarh,1857300,4069532118
chhattisgarh,981812,1565413199
chhattisgarh,696692,1191326273
chhattisgarh,513473,988159635.3
chhattisgarh,469652,707693501.9
chhattisgarh,463152,643696441.4
chhattisgarh,409697,538137939.7
chhattisgarh,370246,639299659.9
chhattisgarh,354221,689205706.4
chhattisgarh,318783,578159036.7
chhattisgarh,1955063,3901827453
chhattisgarh,1727068,2811515597
chhattisgarh,1213230,2066193701
chhattisgarh,828474,1614662484
chhattisgarh,778245,1122723104
chhattisgarh,772474,1206813519
chhattisgarh,699714,884676392.8
chhattisgarh,569298,1008624236
chhattisgarh,519415,1028834647
chhattisgarh,510869,865967961.5
chhattisgarh,3152697,5281456699
chhattisgarh,2062104,3156983783
chhattisgarh,1558405,2376898659
chhattisgarh,957928,1823147806
chhattisgarh,872723,1294441361
chhattisgarh,869244,1154015806
chhattisgarh,774112,914211871.5
chhattisgarh,653315,1122704844
chhattisgarh,595796,973484691.3
chhattisgarh,593116,1184774546
chhattisgarh,3531665,6237261110
chhattisgarh,1790662,3080777233
chhattisgarh,1455312,2510462991
chhattisgarh,1031909,2008561518
chhattisgarh,837157,1364714088
chhattisgarh,763575,1174072728
chhattisgarh,740582,1310602406
chhattisgarh,704041,1132961727
chhattisgarh,668949,946046519.2
chhattisgarh,645183,1216389123
chhattisgarh,5612983,8770212351
chhattisgarh,3200184,4768793686
chhattisgarh,2572993,3734896540
chhattisgarh,1635520,2760462758
chhattisgarh,1305695,1938305539
chhattisgarh,1253256,1704542437
chhattisgarh,1124790,1803320187
chhattisgarh,1096245,1299467876
chhattisgarh,1006702,1784048704
chhattisgarh,1004357,1500182581
chhattisgarh,8304401,12964571703
chhattisgarh,4178829,6231047914
chhattisgarh,3644800,4999084677
chhattisgarh,2276401,3766123278
chhattisgarh,1687886,2560648249
chhattisgarh,1599521,2248105462
chhattisgarh,1410015,1732682082
chhattisgarh,1395385,2296675958
chhattisgarh,1373013,2011514280
chhattisgarh,1357792,2314581217
chhattisgarh,8604266,13265608315
chhattisgarh,4654685,6852734646
chhattisgarh,4183815,5693220430
chhattisgarh,2608953,4270065647
chhattisgarh,1854312,2829231024
chhattisgarh,1719478,2432156635
chhattisgarh,1691392,2775775912
